Year,Month,Day,Hour,Minute,Temperature,GHI
2016,1,1,0,0,16,0
2016,1,1,1,0,16.7,0
2016,1,1,2,0,19.5,135
2016,1,1,3,0,22.6,369
2016,1,1,4,0,24.8,589
2016,1,1,5,0,26.7,761
2016,1,1,6,0,28.1,870
2016,1,1,7,0,29.1,834
2016,1,1,8,0,29.5,667
2016,1,1,9,0,29.4,680
2016,1,1,10,0,28.7,544
2016,1,1,11,0,27.1,318
2016,1,1,12,0,23.6,91
2016,1,1,13,0,22.2,0
2016,1,1,14,0,21.5,0
2016,1,1,15,0,20.6,0
2016,1,1,16,0,19.8,0
2016,1,1,17,0,19,0
2016,1,1,18,0,18.2,0
2016,1,1,19,0,17.5,0
2016,1,1,20,0,17,0
2016,1,1,21,0,16.5,0
2016,1,1,22,0,16.1,0
2016,1,1,23,0,15.8,0
2016,1,2,0,0,15.6,0
2016,1,2,1,0,16.4,0
2016,1,2,2,0,19.2,131
2016,1,2,3,0,22.9,366
2016,1,2,4,0,25.4,556
2016,1,2,5,0,27.3,760
2016,1,2,6,0,28.7,860
2016,1,2,7,0,29.7,822
2016,1,2,8,0,30.1,849
2016,1,2,9,0,30,711
2016,1,2,10,0,29.3,546
2016,1,2,11,0,27.4,320
2016,1,2,12,0,23.1,93
2016,1,2,13,0,21.3,0
2016,1,2,14,0,20.5,0
2016,1,2,15,0,19.6,0
2016,1,2,16,0,18.8,0
2016,1,2,17,0,18,0
2016,1,2,18,0,17.4,0
2016,1,2,19,0,16.8,0
2016,1,2,20,0,16.4,0
2016,1,2,21,0,16.1,0
2016,1,2,22,0,15.9,0
2016,1,2,23,0,15.5,0
2016,1,3,0,0,15.2,0
2016,1,3,1,0,15.7,0
2016,1,3,2,0,18.5,135
2016,1,3,3,0,22.4,376
2016,1,3,4,0,25.4,601
2016,1,3,5,0,27.6,778
2016,1,3,6,0,29.2,889
2016,1,3,7,0,30.3,923
2016,1,3,8,0,30.8,873
2016,1,3,9,0,30.7,753
2016,1,3,10,0,29.9,570
2016,1,3,11,0,27.8,339
2016,1,3,12,0,23.1,103
2016,1,3,13,0,21.4,0
2016,1,3,14,0,20.6,0
2016,1,3,15,0,19.8,0
2016,1,3,16,0,18.8,0
2016,1,3,17,0,17.9,0
2016,1,3,18,0,17.2,0
2016,1,3,19,0,16.7,0
2016,1,3,20,0,16.2,0
2016,1,3,21,0,16.1,0
2016,1,3,22,0,16,0
2016,1,3,23,0,15.8,0
2016,1,4,0,0,15.5,0
2016,1,4,1,0,16,0
2016,1,4,2,0,18.9,129
2016,1,4,3,0,22.5,314
2016,1,4,4,0,25.2,587
2016,1,4,5,0,27.3,762
2016,1,4,6,0,28.8,865
2016,1,4,7,0,29.8,899
2016,1,4,8,0,30.2,855
2016,1,4,9,0,30,737
2016,1,4,10,0,29.2,555
2016,1,4,11,0,27.1,307
2016,1,4,12,0,23,84
2016,1,4,13,0,21.4,0
2016,1,4,14,0,20.6,0
2016,1,4,15,0,20,0
2016,1,4,16,0,19.2,0
2016,1,4,17,0,18.4,0
2016,1,4,18,0,17.6,0
2016,1,4,19,0,17,0
2016,1,4,20,0,16.6,0
2016,1,4,21,0,16.3,0
2016,1,4,22,0,16,0
2016,1,4,23,0,15.5,0
2016,1,5,0,0,15.2,0
2016,1,5,1,0,15.9,0
2016,1,5,2,0,19,130
2016,1,5,3,0,23,365
2016,1,5,4,0,25.7,585
2016,1,5,5,0,27.8,755
2016,1,5,6,0,29.2,857
2016,1,5,7,0,30.2,888
2016,1,5,8,0,30.6,843
2016,1,5,9,0,30.6,731
2016,1,5,10,0,30,550
2016,1,5,11,0,28.5,326
2016,1,5,12,0,24.8,99
2016,1,5,13,0,23.3,0
2016,1,5,14,0,22.6,0
2016,1,5,15,0,21.7,0
2016,1,5,16,0,20.9,0
2016,1,5,17,0,20,0
2016,1,5,18,0,19.2,0
2016,1,5,19,0,18.5,0
2016,1,5,20,0,18,0
2016,1,5,21,0,17.6,0
2016,1,5,22,0,17.2,0
2016,1,5,23,0,16.9,0
2016,1,6,0,0,16.8,0
2016,1,6,1,0,17.5,0
2016,1,6,2,0,19.9,125
2016,1,6,3,0,23.3,296
2016,1,6,4,0,26.2,572
2016,1,6,5,0,28.4,744
2016,1,6,6,0,29.7,724
2016,1,6,7,0,30.7,705
2016,1,6,8,0,31.2,681
2016,1,6,9,0,31.3,619
2016,1,6,10,0,30.7,528
2016,1,6,11,0,29.2,225
2016,1,6,12,0,25.7,91
2016,1,6,13,0,24.2,0
2016,1,6,14,0,23.3,0
2016,1,6,15,0,22.2,0
2016,1,6,16,0,21.4,0
2016,1,6,17,0,20.6,0
2016,1,6,18,0,19.9,0
2016,1,6,19,0,19.3,0
2016,1,6,20,0,18.9,0
2016,1,6,21,0,18.6,0
2016,1,6,22,0,18.2,0
2016,1,6,23,0,17.8,0
2016,1,7,0,0,17.4,0
2016,1,7,1,0,18,0
2016,1,7,2,0,20.6,114
2016,1,7,3,0,23.6,336
2016,1,7,4,0,26,180
2016,1,7,5,0,27.9,324
2016,1,7,6,0,29.4,449
2016,1,7,7,0,30.3,869
2016,1,7,8,0,30.6,825
2016,1,7,9,0,30.5,688
2016,1,7,10,0,29.9,515
2016,1,7,11,0,28.4,51
2016,1,7,12,0,25.1,88
2016,1,7,13,0,23.6,0
2016,1,7,14,0,22.9,0
2016,1,7,15,0,22,0
2016,1,7,16,0,21.2,0
2016,1,7,17,0,20.6,0
2016,1,7,18,0,20.1,0
2016,1,7,19,0,19.7,0
2016,1,7,20,0,19.3,0
2016,1,7,21,0,19,0
2016,1,7,22,0,18.6,0
2016,1,7,23,0,18.1,0
2016,1,8,0,0,17.8,0
2016,1,8,1,0,18.3,0
2016,1,8,2,0,20.8,107
2016,1,8,3,0,23.5,323
2016,1,8,4,0,25.7,531
2016,1,8,5,0,27.5,701
2016,1,8,6,0,28.6,812
2016,1,8,7,0,28.9,847
2016,1,8,8,0,28.9,807
2016,1,8,9,0,28.7,684
2016,1,8,10,0,28.1,448
2016,1,8,11,0,26.5,14
2016,1,8,12,0,24,6
2016,1,8,13,0,23,0
2016,1,8,14,0,22.5,0
2016,1,8,15,0,21.9,0
2016,1,8,16,0,21.2,0
2016,1,8,17,0,20.6,0
2016,1,8,18,0,20.1,0
2016,1,8,19,0,19.7,0
2016,1,8,20,0,19.3,0
2016,1,8,21,0,19,0
2016,1,8,22,0,18.7,0
2016,1,8,23,0,18.5,0
2016,1,9,0,0,18.3,0
2016,1,9,1,0,18.6,0
2016,1,9,2,0,21,112
2016,1,9,3,0,23.8,278
2016,1,9,4,0,26.1,503
2016,1,9,5,0,27.8,638
2016,1,9,6,0,28.9,796
2016,1,9,7,0,29.9,871
2016,1,9,8,0,30.6,835
2016,1,9,9,0,30.6,675
2016,1,9,10,0,29.9,541
2016,1,9,11,0,28.1,295
2016,1,9,12,0,24.3,99
2016,1,9,13,0,22.6,0
2016,1,9,14,0,21.7,0
2016,1,9,15,0,20.7,0
2016,1,9,16,0,19.9,0
2016,1,9,17,0,19.3,0
2016,1,9,18,0,18.7,0
2016,1,9,19,0,18.1,0
2016,1,9,20,0,17.6,0
2016,1,9,21,0,17.2,0
2016,1,9,22,0,16.8,0
2016,1,9,23,0,16.5,0
2016,1,10,0,0,16.2,0
2016,1,10,1,0,16.8,0
2016,1,10,2,0,19.8,117
2016,1,10,3,0,23.1,346
2016,1,10,4,0,25.6,512
2016,1,10,5,0,27.6,741
2016,1,10,6,0,29.3,859
2016,1,10,7,0,30.4,836
2016,1,10,8,0,31,855
2016,1,10,9,0,31,738
2016,1,10,10,0,30.4,560
2016,1,10,11,0,28.8,337
2016,1,10,12,0,24.6,109
2016,1,10,13,0,22.9,0
2016,1,10,14,0,22.2,0
2016,1,10,15,0,21.2,0
2016,1,10,16,0,20.3,0
2016,1,10,17,0,19.4,0
2016,1,10,18,0,18.6,0
2016,1,10,19,0,17.9,0
2016,1,10,20,0,17.3,0
2016,1,10,21,0,16.9,0
2016,1,10,22,0,16.6,0
2016,1,10,23,0,16.2,0
2016,1,11,0,0,15.9,0
2016,1,11,1,0,16.6,0
2016,1,11,2,0,19.6,124
2016,1,11,3,0,23.1,359
2016,1,11,4,0,25.7,559
2016,1,11,5,0,27.8,757
2016,1,11,6,0,29.4,860
2016,1,11,7,0,30.5,898
2016,1,11,8,0,31,855
2016,1,11,9,0,30.9,731
2016,1,11,10,0,30.2,554
2016,1,11,11,0,28.5,332
2016,1,11,12,0,24.3,105
2016,1,11,13,0,22.6,0
2016,1,11,14,0,21.9,0
2016,1,11,15,0,21.1,0
2016,1,11,16,0,20.2,0
2016,1,11,17,0,19.5,0
2016,1,11,18,0,18.8,0
2016,1,11,19,0,18.1,0
2016,1,11,20,0,17.6,0
2016,1,11,21,0,17.2,0
2016,1,11,22,0,17,0
2016,1,11,23,0,16.8,0
2016,1,12,0,0,16.6,0
2016,1,12,1,0,17.2,0
2016,1,12,2,0,19.9,111
2016,1,12,3,0,23.1,337
2016,1,12,4,0,25.5,555
2016,1,12,5,0,27.6,730
2016,1,12,6,0,29.3,847
2016,1,12,7,0,30.4,886
2016,1,12,8,0,31,847
2016,1,12,9,0,31.1,732
2016,1,12,10,0,30.6,555
2016,1,12,11,0,29.1,335
2016,1,12,12,0,24.7,108
2016,1,12,13,0,22.9,0
2016,1,12,14,0,22,0
2016,1,12,15,0,21,0
2016,1,12,16,0,20,0
2016,1,12,17,0,19.2,0
2016,1,12,18,0,18.6,0
2016,1,12,19,0,18.3,0
2016,1,12,20,0,18,0
2016,1,12,21,0,17.8,0
2016,1,12,22,0,17.6,0
2016,1,12,23,0,17.4,0
2016,1,13,0,0,17.4,0
2016,1,13,1,0,18,0
2016,1,13,2,0,20.2,70
2016,1,13,3,0,22.5,224
2016,1,13,4,0,24.2,413
2016,1,13,5,0,25.4,537
2016,1,13,6,0,26.3,655
2016,1,13,7,0,26.9,778
2016,1,13,8,0,27.3,673
2016,1,13,9,0,27.4,659
2016,1,13,10,0,27.2,520
2016,1,13,11,0,26.1,306
2016,1,13,12,0,23.8,92
2016,1,13,13,0,22.5,0
2016,1,13,14,0,21.5,0
2016,1,13,15,0,20.7,0
2016,1,13,16,0,20,0
2016,1,13,17,0,19.4,0
2016,1,13,18,0,18.8,0
2016,1,13,19,0,18.4,0
2016,1,13,20,0,18,0
2016,1,13,21,0,17.7,0
2016,1,13,22,0,17.3,0
2016,1,13,23,0,17.1,0
2016,1,14,0,0,16.9,0
2016,1,14,1,0,17.3,0
2016,1,14,2,0,20.1,102
2016,1,14,3,0,23.2,327
2016,1,14,4,0,25.5,548
2016,1,14,5,0,27.4,723
2016,1,14,6,0,28.8,848
2016,1,14,7,0,29.8,889
2016,1,14,8,0,30.3,851
2016,1,14,9,0,30.3,735
2016,1,14,10,0,29.6,556
2016,1,14,11,0,27.6,334
2016,1,14,12,0,23.9,109
2016,1,14,13,0,22.4,0
2016,1,14,14,0,21.6,0
2016,1,14,15,0,20.7,0
2016,1,14,16,0,19.9,0
2016,1,14,17,0,19.3,0
2016,1,14,18,0,18.8,0
2016,1,14,19,0,18.2,0
2016,1,14,20,0,17.7,0
2016,1,14,21,0,17.2,0
2016,1,14,22,0,16.9,0
2016,1,14,23,0,16.6,0
2016,1,15,0,0,16.3,0
2016,1,15,1,0,16.8,0
2016,1,15,2,0,19.6,105
2016,1,15,3,0,22.7,331
2016,1,15,4,0,25.1,553
2016,1,15,5,0,27.2,732
2016,1,15,6,0,28.9,851
2016,1,15,7,0,30,890
2016,1,15,8,0,30.4,849
2016,1,15,9,0,30.1,732
2016,1,15,10,0,29.1,553
2016,1,15,11,0,27.4,332
2016,1,15,12,0,24.3,108
2016,1,15,13,0,22.6,0
2016,1,15,14,0,21.7,0
2016,1,15,15,0,20.7,0
2016,1,15,16,0,19.9,0
2016,1,15,17,0,19.1,0
2016,1,15,18,0,18.5,0
2016,1,15,19,0,18.1,0
2016,1,15,20,0,17.7,0
2016,1,15,21,0,17.4,0
2016,1,15,22,0,17.2,0
2016,1,15,23,0,17.1,0
2016,1,16,0,0,17,0
2016,1,16,1,0,17.7,0
2016,1,16,2,0,20.4,104
2016,1,16,3,0,23.2,330
2016,1,16,4,0,25.8,549
2016,1,16,5,0,27.9,724
2016,1,16,6,0,29.5,832
2016,1,16,7,0,30.7,874
2016,1,16,8,0,31.3,836
2016,1,16,9,0,31.4,700
2016,1,16,10,0,30.9,527
2016,1,16,11,0,29.6,315
2016,1,16,12,0,26.1,97
2016,1,16,13,0,24.2,0
2016,1,16,14,0,23.2,0
2016,1,16,15,0,22.2,0
2016,1,16,16,0,21.4,0
2016,1,16,17,0,20.8,0
2016,1,16,18,0,20.5,0
2016,1,16,19,0,20.4,0
2016,1,16,20,0,20.3,0
2016,1,16,21,0,20,0
2016,1,16,22,0,19.6,0
2016,1,16,23,0,19.2,0
2016,1,17,0,0,18.9,0
2016,1,17,1,0,19.2,0
2016,1,17,2,0,21.1,55
2016,1,17,3,0,23.4,169
2016,1,17,4,0,25.6,522
2016,1,17,5,0,27.5,359
2016,1,17,6,0,29,625
2016,1,17,7,0,30.1,756
2016,1,17,8,0,30.6,703
2016,1,17,9,0,30.5,704
2016,1,17,10,0,29.7,533
2016,1,17,11,0,28.2,322
2016,1,17,12,0,25.4,102
2016,1,17,13,0,24,0
2016,1,17,14,0,22.8,0
2016,1,17,15,0,21.7,0
2016,1,17,16,0,20.9,0
2016,1,17,17,0,20.2,0
2016,1,17,18,0,19.8,0
2016,1,17,19,0,19.4,0
2016,1,17,20,0,19.1,0
2016,1,17,21,0,18.8,0
2016,1,17,22,0,18.6,0
2016,1,17,23,0,18.3,0
2016,1,18,0,0,18,0
2016,1,18,1,0,18.5,0
2016,1,18,2,0,20.9,91
2016,1,18,3,0,24,310
2016,1,18,4,0,26.6,523
2016,1,18,5,0,28.8,697
2016,1,18,6,0,30.3,795
2016,1,18,7,0,31.3,838
2016,1,18,8,0,31.7,804
2016,1,18,9,0,31.6,695
2016,1,18,10,0,31,525
2016,1,18,11,0,29.6,314
2016,1,18,12,0,26.7,99
2016,1,18,13,0,25.5,0
2016,1,18,14,0,24.8,0
2016,1,18,15,0,24,0
2016,1,18,16,0,23.2,0
2016,1,18,17,0,22.6,0
2016,1,18,18,0,22.1,0
2016,1,18,19,0,21.7,0
2016,1,18,20,0,21.3,0
2016,1,18,21,0,21,0
2016,1,18,22,0,20.6,0
2016,1,18,23,0,20.4,0
2016,1,19,0,0,20.1,0
2016,1,19,1,0,20.5,0
2016,1,19,2,0,22.7,8
2016,1,19,3,0,25.3,47
2016,1,19,4,0,27.3,168
2016,1,19,5,0,29.3,347
2016,1,19,6,0,30.8,337
2016,1,19,7,0,31.8,403
2016,1,19,8,0,32.2,497
2016,1,19,9,0,32.1,552
2016,1,19,10,0,31.5,542
2016,1,19,11,0,30.2,314
2016,1,19,12,0,27.4,111
2016,1,19,13,0,26,0
2016,1,19,14,0,25.3,0
2016,1,19,15,0,24.6,0
2016,1,19,16,0,23.8,0
2016,1,19,17,0,23.2,0
2016,1,19,18,0,22.6,0
2016,1,19,19,0,22.1,0
2016,1,19,20,0,21.9,0
2016,1,19,21,0,21.6,0
2016,1,19,22,0,21.4,0
2016,1,19,23,0,21.2,0
2016,1,20,0,0,21.1,0
2016,1,20,1,0,21.4,0
2016,1,20,2,0,23,25
2016,1,20,3,0,25.2,27
2016,1,20,4,0,27.4,256
2016,1,20,5,0,29.3,343
2016,1,20,6,0,30.9,269
2016,1,20,7,0,32,341
2016,1,20,8,0,32.5,421
2016,1,20,9,0,32.4,501
2016,1,20,10,0,31.5,216
2016,1,20,11,0,30.4,289
2016,1,20,12,0,28,100
2016,1,20,13,0,26.6,0
2016,1,20,14,0,25.9,0
2016,1,20,15,0,25.3,0
2016,1,20,16,0,24.7,0
2016,1,20,17,0,24.2,0
2016,1,20,18,0,23.6,0
2016,1,20,19,0,23.1,0
2016,1,20,20,0,22.6,0
2016,1,20,21,0,22.2,0
2016,1,20,22,0,22,0
2016,1,20,23,0,21.8,0
2016,1,21,0,0,21.6,0
2016,1,21,1,0,21.9,0
2016,1,21,2,0,23.6,100
2016,1,21,3,0,25.9,317
2016,1,21,4,0,27.8,52
2016,1,21,5,0,29.8,709
2016,1,21,6,0,31.3,122
2016,1,21,7,0,32.3,454
2016,1,21,8,0,32.8,819
2016,1,21,9,0,32.6,702
2016,1,21,10,0,32,536
2016,1,21,11,0,30.8,221
2016,1,21,12,0,28.2,78
2016,1,21,13,0,26.8,0
2016,1,21,14,0,26,0
2016,1,21,15,0,25.1,0
2016,1,21,16,0,24.3,0
2016,1,21,17,0,23.6,0
2016,1,21,18,0,23.1,0
2016,1,21,19,0,22.7,0
2016,1,21,20,0,22.3,0
2016,1,21,21,0,22,0
2016,1,21,22,0,21.8,0
2016,1,21,23,0,21.6,0
2016,1,22,0,0,21.4,0
2016,1,22,1,0,21.6,0
2016,1,22,2,0,22.8,6
2016,1,22,3,0,24.7,15
2016,1,22,4,0,27.1,174
2016,1,22,5,0,29.2,233
2016,1,22,6,0,30.5,541
2016,1,22,7,0,31.5,838
2016,1,22,8,0,32,804
2016,1,22,9,0,31.8,697
2016,1,22,10,0,31.2,531
2016,1,22,11,0,30,323
2016,1,22,12,0,27.1,105
2016,1,22,13,0,25.8,0
2016,1,22,14,0,25.1,0
2016,1,22,15,0,24.4,0
2016,1,22,16,0,23.6,0
2016,1,22,17,0,22.8,0
2016,1,22,18,0,22.2,0
2016,1,22,19,0,21.7,0
2016,1,22,20,0,21.3,0
2016,1,22,21,0,21,0
2016,1,22,22,0,20.8,0
2016,1,22,23,0,20.5,0
2016,1,23,0,0,20.3,0
2016,1,23,1,0,20.8,0
2016,1,23,2,0,22.8,106
2016,1,23,3,0,25.4,113
2016,1,23,4,0,27.9,556
2016,1,23,5,0,30,738
2016,1,23,6,0,31.6,859
2016,1,23,7,0,32.6,543
2016,1,23,8,0,33.2,870
2016,1,23,9,0,33.1,739
2016,1,23,10,0,32.4,568
2016,1,23,11,0,31,351
2016,1,23,12,0,27.7,125
2016,1,23,13,0,26.2,0
2016,1,23,14,0,25.7,0
2016,1,23,15,0,25,0
2016,1,23,16,0,24.2,0
2016,1,23,17,0,23.7,0
2016,1,23,18,0,23.1,0
2016,1,23,19,0,22.8,0
2016,1,23,20,0,22.5,0
2016,1,23,21,0,22.2,0
2016,1,23,22,0,21.9,0
2016,1,23,23,0,21.6,0
2016,1,24,0,0,21.3,0
2016,1,24,1,0,21.7,0
2016,1,24,2,0,23.5,113
2016,1,24,3,0,25.8,342
2016,1,24,4,0,28.1,566
2016,1,24,5,0,30,748
2016,1,24,6,0,31.4,460
2016,1,24,7,0,32.3,564
2016,1,24,8,0,32.8,856
2016,1,24,9,0,32.9,756
2016,1,24,10,0,32.4,583
2016,1,24,11,0,31.2,363
2016,1,24,12,0,28.3,132
2016,1,24,13,0,26.6,0
2016,1,24,14,0,26,0
2016,1,24,15,0,25.3,0
2016,1,24,16,0,24.5,0
2016,1,24,17,0,23.7,0
2016,1,24,18,0,23.2,0
2016,1,24,19,0,22.9,0
2016,1,24,20,0,22.6,0
2016,1,24,21,0,22.3,0
2016,1,24,22,0,22,0
2016,1,24,23,0,21.8,0
2016,1,25,0,0,21.5,0
2016,1,25,1,0,22,0
2016,1,25,2,0,23.9,109
2016,1,25,3,0,26.2,338
2016,1,25,4,0,28.5,332
2016,1,25,5,0,30.5,287
2016,1,25,6,0,31.9,825
2016,1,25,7,0,32.9,492
2016,1,25,8,0,33.5,838
2016,1,25,9,0,33.5,736
2016,1,25,10,0,32.7,566
2016,1,25,11,0,31.4,350
2016,1,25,12,0,28.6,124
2016,1,25,13,0,27.1,0
2016,1,25,14,0,26.5,0
2016,1,25,15,0,25.5,0
2016,1,25,16,0,24.7,0
2016,1,25,17,0,24.1,0
2016,1,25,18,0,23.6,0
2016,1,25,19,0,23.2,0
2016,1,25,20,0,22.9,0
2016,1,25,21,0,22.7,0
2016,1,25,22,0,22.4,0
2016,1,25,23,0,22.2,0
2016,1,26,0,0,22,0
2016,1,26,1,0,22.2,0
2016,1,26,2,0,23.9,95
2016,1,26,3,0,26.1,318
2016,1,26,4,0,28.3,536
2016,1,26,5,0,30.2,717
2016,1,26,6,0,31.7,825
2016,1,26,7,0,32.8,871
2016,1,26,8,0,33.4,836
2016,1,26,9,0,33.4,730
2016,1,26,10,0,32.8,560
2016,1,26,11,0,31.5,344
2016,1,26,12,0,28.4,120
2016,1,26,13,0,26.8,0
2016,1,26,14,0,26.1,0
2016,1,26,15,0,25.1,0
2016,1,26,16,0,24.3,0
2016,1,26,17,0,23.6,0
2016,1,26,18,0,23.1,0
2016,1,26,19,0,22.5,0
2016,1,26,20,0,22,0
2016,1,26,21,0,21.6,0
2016,1,26,22,0,21.3,0
2016,1,26,23,0,21,0
2016,1,27,0,0,20.8,0
2016,1,27,1,0,21.1,0
2016,1,27,2,0,23.2,96
2016,1,27,3,0,25.7,321
2016,1,27,4,0,28.3,494
2016,1,27,5,0,30.5,528
2016,1,27,6,0,32,470
2016,1,27,7,0,33,870
2016,1,27,8,0,33.6,836
2016,1,27,9,0,33.5,718
2016,1,27,10,0,32.8,552
2016,1,27,11,0,31.6,340
2016,1,27,12,0,28.1,116
2016,1,27,13,0,26.3,0
2016,1,27,14,0,25.6,0
2016,1,27,15,0,24.7,0
2016,1,27,16,0,23.7,0
2016,1,27,17,0,22.9,0
2016,1,27,18,0,22.2,0
2016,1,27,19,0,21.6,0
2016,1,27,20,0,21.1,0
2016,1,27,21,0,20.7,0
2016,1,27,22,0,20.3,0
2016,1,27,23,0,20,0
2016,1,28,0,0,19.8,0
2016,1,28,1,0,20.4,0
2016,1,28,2,0,22.9,87
2016,1,28,3,0,25.8,312
2016,1,28,4,0,28.4,534
2016,1,28,5,0,30.5,713
2016,1,28,6,0,32.2,864
2016,1,28,7,0,33.3,912
2016,1,28,8,0,33.8,882
2016,1,28,9,0,33.7,771
2016,1,28,10,0,33,596
2016,1,28,11,0,31.5,373
2016,1,28,12,0,27.3,138
2016,1,28,13,0,25.1,0
2016,1,28,14,0,24.1,0
2016,1,28,15,0,23.2,0
2016,1,28,16,0,22.3,0
2016,1,28,17,0,21.4,0
2016,1,28,18,0,20.7,0
2016,1,28,19,0,20.1,0
2016,1,28,20,0,19.7,0
2016,1,28,21,0,19.3,0
2016,1,28,22,0,19,0
2016,1,28,23,0,18.7,0
2016,1,29,0,0,18.5,0
2016,1,29,1,0,19.3,0
2016,1,29,2,0,22.4,114
2016,1,29,3,0,26.1,353
2016,1,29,4,0,28.9,582
2016,1,29,5,0,31,769
2016,1,29,6,0,32.6,882
2016,1,29,7,0,33.8,928
2016,1,29,8,0,34.4,890
2016,1,29,9,0,34.4,771
2016,1,29,10,0,33.8,593
2016,1,29,11,0,31.9,369
2016,1,29,12,0,27.1,134
2016,1,29,13,0,25.1,0
2016,1,29,14,0,24.2,0
2016,1,29,15,0,22.9,0
2016,1,29,16,0,21.8,0
2016,1,29,17,0,21.1,0
2016,1,29,18,0,20.5,0
2016,1,29,19,0,20,0
2016,1,29,20,0,19.5,0
2016,1,29,21,0,19,0
2016,1,29,22,0,18.8,0
2016,1,29,23,0,18.7,0
2016,1,30,0,0,18.5,0
2016,1,30,1,0,19.4,0
2016,1,30,2,0,21.8,110
2016,1,30,3,0,24.5,351
2016,1,30,4,0,27.4,587
2016,1,30,5,0,29.6,775
2016,1,30,6,0,31.4,901
2016,1,30,7,0,32.6,947
2016,1,30,8,0,33.3,911
2016,1,30,9,0,33.4,802
2016,1,30,10,0,32.8,622
2016,1,30,11,0,31.1,392
2016,1,30,12,0,26.6,149
2016,1,30,13,0,24.4,0
2016,1,30,14,0,23.5,0
2016,1,30,15,0,22.5,0
2016,1,30,16,0,21.5,0
2016,1,30,17,0,20.6,0
2016,1,30,18,0,20,0
2016,1,30,19,0,19.6,0
2016,1,30,20,0,19.2,0
2016,1,30,21,0,18.6,0
2016,1,30,22,0,18.1,0
2016,1,30,23,0,17.6,0
2016,1,31,0,0,17.3,0
2016,1,31,1,0,18.5,0
2016,1,31,2,0,21.5,112
2016,1,31,3,0,24.5,351
2016,1,31,4,0,27.4,586
2016,1,31,5,0,29.8,775
2016,1,31,6,0,31.6,902
2016,1,31,7,0,32.8,949
2016,1,31,8,0,33.4,848
2016,1,31,9,0,33.3,737
2016,1,31,10,0,32.6,546
2016,1,31,11,0,30.8,389
2016,1,31,12,0,26.7,148
2016,1,31,13,0,24.9,0
2016,1,31,14,0,24,0
2016,1,31,15,0,22.8,0
2016,1,31,16,0,21.5,0
2016,1,31,17,0,20.4,0
2016,1,31,18,0,19.7,0
2016,1,31,19,0,19.1,0
2016,1,31,20,0,18.6,0
2016,1,31,21,0,18.1,0
2016,1,31,22,0,17.6,0
2016,1,31,23,0,17.2,0
2016,2,1,0,0,17.1,0
2016,2,1,1,0,18.3,0
2016,2,1,2,0,21.1,70
2016,2,1,3,0,24.3,236
2016,2,1,4,0,27.3,488
2016,2,1,5,0,29.9,616
2016,2,1,6,0,31.7,667
2016,2,1,7,0,32.9,894
2016,2,1,8,0,33.4,904
2016,2,1,9,0,33.3,725
2016,2,1,10,0,32.5,569
2016,2,1,11,0,30.5,380
2016,2,1,12,0,25.9,81
2016,2,1,13,0,23.7,0
2016,2,1,14,0,22.6,0
2016,2,1,15,0,21.6,0
2016,2,1,16,0,20.9,0
2016,2,1,17,0,20.3,0
2016,2,1,18,0,19.8,0
2016,2,1,19,0,19.5,0
2016,2,1,20,0,18.9,0
2016,2,1,21,0,18.2,0
2016,2,1,22,0,17.7,0
2016,2,1,23,0,17.4,0
2016,2,2,0,0,17.2,0
2016,2,2,1,0,18,0
2016,2,2,2,0,21.3,112
2016,2,2,3,0,24.6,325
2016,2,2,4,0,27.6,491
2016,2,2,5,0,30.3,807
2016,2,2,6,0,32.3,935
2016,2,2,7,0,33.5,914
2016,2,2,8,0,34.1,916
2016,2,2,9,0,34,833
2016,2,2,10,0,33.2,650
2016,2,2,11,0,31.3,416
2016,2,2,12,0,26.4,163
2016,2,2,13,0,24.2,0
2016,2,2,14,0,23.2,0
2016,2,2,15,0,22.2,0
2016,2,2,16,0,21.2,0
2016,2,2,17,0,20.3,0
2016,2,2,18,0,19.9,0
2016,2,2,19,0,19.5,0
2016,2,2,20,0,18.9,0
2016,2,2,21,0,18.1,0
2016,2,2,22,0,17.6,0
2016,2,2,23,0,17.2,0
2016,2,3,0,0,17,0
2016,2,3,1,0,17.8,0
2016,2,3,2,0,21.2,86
2016,2,3,3,0,24.3,295
2016,2,3,4,0,27.2,362
2016,2,3,5,0,29.7,592
2016,2,3,6,0,31.1,636
2016,2,3,7,0,32.1,756
2016,2,3,8,0,32.7,745
2016,2,3,9,0,32.8,742
2016,2,3,10,0,32.3,548
2016,2,3,11,0,30.6,393
2016,2,3,12,0,26.1,148
2016,2,3,13,0,24.2,0
2016,2,3,14,0,23.4,0
2016,2,3,15,0,22.6,0
2016,2,3,16,0,21.7,0
2016,2,3,17,0,20.8,0
2016,2,3,18,0,20,0
2016,2,3,19,0,19.3,0
2016,2,3,20,0,18.8,0
2016,2,3,21,0,18.3,0
2016,2,3,22,0,17.7,0
2016,2,3,23,0,17.3,0
2016,2,4,0,0,17.2,0
2016,2,4,1,0,18.3,0
2016,2,4,2,0,21.3,113
2016,2,4,3,0,24.4,324
2016,2,4,4,0,27.4,525
2016,2,4,5,0,30,715
2016,2,4,6,0,31.7,713
2016,2,4,7,0,33,943
2016,2,4,8,0,33.7,912
2016,2,4,9,0,33.8,670
2016,2,4,10,0,33.1,626
2016,2,4,11,0,31.3,207
2016,2,4,12,0,26.5,125
2016,2,4,13,0,24.3,0
2016,2,4,14,0,23.5,0
